ID,Title,Studio,Status,Sound,Versions,RecRetPrice,Rating,Year,Genre,Aspect,Rank
809,National Geographic: The Battle For Midway,Warner Brothers,Out,2,4:03,24.98,NR,1970,Documentary,1.33:1,1592
810,National Geographic: The Photographers,Warner Brothers,Out,SUR,4:03,24.98,NR,1972,Documentary,1.33:1,846
811,National Geographic: Tigers In The Snow,Warner Brothers,Out,2,4:03,24.98,NR,1974,Documentary,1.33:1,109
812,National Lampoon's Animal House,Universal,Discontinued,1,4:03,24.98,R,1978,Comedy,1.33:1,823
813,National Lampoon's Animal House: Collector's Edition,Universal,Discontinued,1,"LBX, 16:9",29.98,R,1978,Comedy,1.85:1,508
814,National Lampoon's Christmas Vacation,Warner Brothers,Out,SUR,4:03,24.98,PG-13,1989,Comedy,1.33:1,1571
815,National Lampoon's Loaded Weapon,New Line,Out,5.1,"LBX, 16:9",24.98,PG-13,1993,Comedy,1.85:1,2228
816,National Lampoon's Vacation,Warner Brothers,Out,1,4:03,24.98,R,1983,Comedy,1.33:1,1818
817,National Velvet,MGM/UA,Discontinued,1,4:03,24.98,NR,1944,Family,1.33:1,442
818,Negotiator: Premiere Collection,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1998,Mystery/Suspense,2.35:1,673
819,Neil Young: Silver And Gold,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,NR,1999,Music,1.77:1,44
820,Network (MGM/UA),MGM/UA,Out,1,"LBX, 16:9",24.98,R,1976,Drama,1.85:1,790
821,Network (Warner),Warner Brothers,Out,1,"4:3, LBX, 16:9",24.98,R,1976,Drama,1.85:1,544
822,New Jack City,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",14.98,R,1991,Action/Adventure,1.78:1,2177
823,Next Friday: Platinum Series,New Line,Out,2,LBX,24.98,R,1999,Comedy,1.85:1,1011
824,Next Of Kin,Warner Brothers,Out,SUR,4:03,14.98,R,1989,Action/Adventure,1.33:1,518
825,Nick Of Time,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1995,Mystery/Suspense,1.85:1,2090
826,Night At The Roxbury,Paramount,Out,5.1,LBX,29.99,PG-13,1998,Comedy,1.85:1,157
827,Night Falls On Manhattan: Special Edition,Paramount,Out,5.1,LBX,29.99,R,1997,Drama,1.85:1,1097
828,Night Of The Hunter,MGM/UA,Out,2,4:03,24.98,NR,1955,Mystery/Suspense,1.33:1,2297
829,Night Shift,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",19.98,R,1982,Comedy,1.85:1,1081
830,"Nightmare on Elm Street, A",New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1984,Horror,1.85:1,1726
831,Nightmare On Elm Street Collection: Platinum Edition,New Line,Out,5.1,"LBX, 16:9",129.98,R,1972,Horror,VAR,96
832,No Way Out,MGM/UA,Out,2,"4:3, LBX",24.98,R,1987,Mystery/Suspense,1.85:1,575
833,Nothing But Trouble,Warner Brothers,Out,SUR,4:03,14.98,PG-13,1991,Comedy,1.33:1,1813
834,Notting Hill: Collector's Edition,Universal,Discontinued,5.1,"LBX, 16:9",24.98,PG-13,1999,Comedy,2.35:1,1829
835,Now And Then,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,PG-13,1995,Comedy,1.85:1,1724
836,Nutty Professor,Universal,Out,5.1,"LBX, 16:9",24.98,PG-13,1996,Comedy,1.85:1,1681
837,Nutty Professor (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,PG-13,1996,Comedy,1.85:1,1238
838,October Sky: Collector's Edition,Universal,Out,5.1,"4:3, LBX, 16:9",29.98,PG,1999,Drama,2.35:1,2044
839,Odd Couple II,Paramount,Out,5.1,LBX,29.99,PG-13,1998,Comedy,2.35:1,720
840,Omega Man,Warner Brothers,Postponed,1,"4:3, LBX, 16:9",19.98,PG,1971,SciFi,2.35:1,1208
841,On Deadly Ground,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",14.98,R,1994,Action/Adventure,2.35:1,200
842,On Her Majesty's Secret Service: Special Edition,MGM/UA,Discontinued,1,"LBX, 16:9",34.98,PG,1969,Action/Adventure,2.35:1,327
843,On The Beach,MGM/UA,Out,1,LBX,24.98,NR,1959,Drama,1.66:1,65
844,On The Town,Warner Brothers,Out,1,4:03,24.98,NR,1949,Musical,1.33:1,1197
845,Once Upon A Time In America,Warner Brothers,Postponed,2,LBX,24.98,UNK,1984,Drama,1.85:1,2295
846,One Flew Over The Cuckoo's Nest,Warner Brothers,Out,2,"4:3, LBX",24.98,R,1975,Drama,1.85:1,695
847,One Man's Hero,MGM/UA,Out,5.1,"4:3, LBX, 16:9",24.98,R,1998,Drama,1.78:1,779
848,One Night Stand: Platinum Edition,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1997,Action/Adventure,1.85:1,1408
849,One True Thing,Universal,Out,SUR,"LBX, 16:9",26.98,R,1998,Drama,1.85:1,331
850,Original Gangstas,MGM/UA,Out,2,"4:3, LBX",24.98,R,1996,Action/Adventure,1.85:1,1432
851,Othello (Warner),Warner Brothers,Out,SUR,"4:3, LBX, 16:9",24.98,R,1995,Drama,1.85:1,614
852,Out For Justice,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",14.98,R,1991,Action/Adventure,2.35:1,488
853,Out Of Africa: Collector's Edition,Universal,Out,SUR,"LBX, 16:9",29.98,PG,1985,Drama,1.85:1,1580
854,Out Of Sight (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,R,1998,Drama,1.85:1,1447
855,Out Of Sight: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",34.98,R,1998,Drama,1.85:1,1084
856,Out Of Towners,Paramount,Out,5.1,"LBX, 16:9",29.99,PG-13,1999,Comedy,1.85:1,426
857,Outbreak,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,R,1995,Action/Adventure,1.85:1,1821
858,Outland,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1981,SciFi,2.35:1,2111
859,Outlaw Josey Wales,Warner Brothers,Out,5.1,"LBX, 16:9",19.98,PG,1976,Western,2.35:1,1530
860,Outsiders,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",19.98,PG,1983,Drama,2.35:1,527
861,Overboard,MGM/UA,Out,SUR,LBX,24.98,PG,1987,Comedy,1.85:1,852
862,Pacific Heights,Warner Brothers,Out,5.1,"LBX, 16:9",14.98,R,1990,Mystery/Suspense,1.85:1,31
863,Package,MGM/UA,Out,2,"4:3, LBX",24.98,R,1989,Mystery/Suspense,1.85:1,832
864,Pajama Game,Warner Brothers,Out,1,"4:3, LBX, 16:9",19.98,NR,1957,Musical,1.78:1,1975
865,Pale Rider,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,R,1985,Western,2.35:1,2264
866,Palmetto,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1998,Action/Adventure,1.85:1,2215
867,Pantera: 3 Vulgar Videos From Hell,Warner Brothers,Out,2,4:03,34.99,NR,1999,Music,1.33:1,909
868,Paper,Universal,Out,5.1,4:03,24.98,R,1994,Drama,1.33:1,1164
869,Papillon,Warner Brothers,Out,5.1,"LBX, 16:9",19.98,PG,1973,Action/Adventure,2.35:1,1310
870,Parallax View,Paramount,Out,1,"LBX, 16:9",29.99,R,1974,Mystery/Suspense,2.35:1,1990
871,Parenthood,Universal,Out,SUR,4:03,24.98,PG-13,1989,Comedy,1.33:1,53
872,Passenger 57,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1992,Action/Adventure,2.35:1,793
873,Patch Adams,Universal,Out,5.1,4:03,24.98,PG-13,1998,Comedy,1.33:1,403
874,Patch Adams (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,PG-13,1998,Comedy,2.35:1,1227
875,Patch Adams: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",29.98,PG-13,1998,Comedy,2.35:1,252
876,Paths Of Glory,MGM/UA,Out,1,4:03,24.98,NR,1957,Drama,1.33:1,968
877,Patriot Games,Paramount,Out,5.1,LBX,29.99,R,1992,Action/Adventure,2.35:1,1974
878,Paul Simon: GraceLand: The African Concert,Warner Brothers,Out,PCM,4:03,24.99,NR,1987,Music,1.33:1,654
879,Payback,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1999,Action/Adventure,2.35:1,145
880,Pebble & The Penguin,MGM/UA,Out,5.1,4:03,24.98,G,1995,Animation,1.33:1,1099
881,Pecker: Platinum Edition,New Line,Out,5.1,"LBX, 16:9",24.98,R,1998,Comedy,1.78:1,151
882,Pee-Wee's Big Adventure: Special Edition,Warner Brothers,Out,5.1,LBX,24.98,PG,1985,Comedy,1.85:1,1064
883,Pelican Brief,Warner Brothers,Out,5.1,"LBX, 16:9",19.98,R,1993,Action/Adventure,2.35:1,1115
884,Perfect Murder: Special Edition,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,R,1998,Mystery/Suspense,1.85:1,2124
885,Phantasm: Special Edition,MGM/UA,Out,2,LBX,19.98,R,1979,Horror,1.85:1,452
886,Phantom,Paramount,Out,5.1,"LBX, 16:9",29.99,PG,1996,Action/Adventure,2.35:1,8
887,Philadelphia Story (MGM/UA),MGM/UA,Out,1,4:03,24.98,NR,1940,Comedy,1.33:1,460
888,Philadelphia Story (Warner),Warner Brothers,Out,1,4:03,24.98,NR,1940,Comedy,1.33:1,328
889,Pillow Talk,Universal,Out,1,LBX,24.98,NR,1959,Comedy,2.35:1,45
890,Pink Panther,MGM/UA,Out,1,"4:3, LBX",24.98,NR,1963,Comedy,2.35:1,2066
891,Pink Panther Cartoon Collection: Jet Pink,MGM/UA,Out,1,4:03,24.98,NR,1979,Animation,1.33:1,1201
892,Pink Panther Strikes Again,MGM/UA,Out,1,"4:3, LBX",24.98,PG,1976,Comedy,2.35:1,1566
893,Player: Platinum Edition,New Line,Out,5.1,"LBX, 16:9",24.98,R,1992,Comedy,1.85:1,859
894,Players Club,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1998,Comedy,1.85:1,496
895,Pleasantville: Platinum Edition,New Line,Out,5.1,"LBX, 16:9",24.98,PG-13,1998,Comedy,1.85:1,1752
896,Point Of No Return,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1993,Action/Adventure,2.35:1,401
897,Poison Ivy,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1992,Mystery/Suspense,1.85:1,831
898,Poison Ivy 2: Lily,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1995,Mystery/Suspense,1.85:1,525
899,Poison Ivy III: The New Seduction,New Line,Out,5.1,"4:3, LBX, 16:9",24.98,R,1997,Mystery/Suspense,1.85:1,246
900,Pokemon: The First Movie: Special Edition,Warner Brothers,Out,2,4:03,26.98,G,1999,Anime,1.33:1,2035
901,Police Academy,Warner Brothers,Out,2,4:03,19.98,R,1984,Comedy,1.33:1,1410
902,Poltergeist (MGM/UA),MGM/UA,Discontinued,5.1,"4:3, LBX, 16:9",24.98,PG,1982,Horror,2.35:1,1515
903,Poltergeist (Warner),Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,PG,1982,Horror,2.35:1,362
904,Pork Chop Hill,MGM/UA,Out,1,"4:3, LBX",24.98,NR,1959,Drama,1.85:1,1817
905,Postman,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1997,Drama,2.35:1,1157
906,Postman Always Rings Twice,Warner Brothers,Out,1,4:03,19.98,R,1981,Mystery/Suspense,1.33:1,462
907,Power,Warner Brothers,Out,SUR,4:03,14.98,R,1986,Drama,1.33:1,1268
908,Power Of One,Warner Brothers,Out,SUR,LBX,14.98,PG-13,1993,Drama,1.85:1,170
909,Practical Magic: Special Edition,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,PG-13,1998,Comedy,2.35:1,764
910,Presidio,Paramount,Out,5.1,LBX,29.99,R,1988,Mystery/Suspense,2.35:1,2166
911,Presumed Innocent,Warner Brothers,Out,SUR,"4:3, LBX",19.98,R,1990,Mystery/Suspense,1.85:1,2042
912,Primal Fear,Paramount,Out,5.1,LBX,29.99,R,1996,Mystery/Suspense,1.85:1,364
913,Primary Colors,Universal,Out,5.1,"LBX, 16:9",24.98,R,1998,Comedy,2.35:1,1608
914,Primary Colors (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,R,1998,Comedy,2.35:1,886
915,Prince: The Hits Collection,Warner Brothers,Out,PCM,4:03,24.99,NR,1993,Music,1.33:1,1206
916,Private Benjamin,Warner Brothers,Out,2,4:03,19.98,R,1980,Comedy,1.33:1,572
917,Private Parts,Paramount,Out,5.1,LBX,29.99,R,1997,Comedy,1.85:1,2174
918,Protocol,Warner Brothers,Out,SUR,4:03,14.98,PG,1984,Comedy,1.33:1,1358
919,Psycho: Collector's Edition,Universal,Out,1,LBX,34.98,NR,1960,Horror,1.85:1,1236
920,Psycho: Collector's Edition (1998),Universal,Out,5.1,"LBX, 16:9",29.98,R,1998,Horror,1.85:1,1590
921,Pump Up The Volume,New Line,Out,5.1,"4:3, LBX, 16:9",14.98,R,1990,Drama,1.85:1,1041
922,Pure Country,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,PG,1992,Drama,1.85:1,1368
923,Purple Rain,Warner Brothers,Out,5.1,4:03,19.98,R,1984,Musical,1.33:1,1984
924,Quest,Universal,Out,5.1,LBX,24.98,PG-13,1996,Action/Adventure,2.35:1,923
925,Quest For Camelot: Special Edition,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,G,1998,Animation,1.85:1,1095
926,R.E.M. Road Movie,Warner Brothers,Out,2,4:03,24.98,NR,1996,Music,1.33:1,1388
927,Rage: Carrie 2: Special Edition,MGM/UA,Out,5.1,"4:3, LBX, 16:9",19.98,R,1999,Horror,1.78:1,1378
928,Raging Bull,MGM/UA,Out,SUR,"4:3, LBX",24.98,R,1980,Drama,1.85:1,592
929,Rain Man,MGM/UA,Out,5.1,"4:3, LBX, 16:9",24.98,R,1988,Drama,1.85:1,395
930,Rainmaker,Paramount,Out,5.1,LBX,29.99,PG-13,1997,Drama,2.35:1,2243
931,Raising Cain,Universal,Out,SUR,"LBX, 16:9",24.98,R,1992,Horror,1.85:1,241
932,Real Blonde,Paramount,Out,5.1,LBX,29.99,R,1998,Comedy,1.85:1,161
933,Real McCoy,Universal,Out,5.1,"LBX, 16:9",24.98,PG-13,1993,Action/Adventure,1.85:1,341
934,Reality Bites,Universal,Out,5.1,"LBX, 16:9",24.98,PG-13,1994,Comedy,1.85:1,709
935,Reap The Wild Wind,Universal,Out,1,4:03,24.98,NR,1942,Drama,1.33:1,1572
936,Rebel Without A Cause: Special Edition,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,NR,1955,Drama,2.55:1,545
937,Red Corner: Special Edition,MGM/UA,Out,5.1,"LBX, 16:9",24.98,R,1997,Action/Adventure,1.85:1,1174
938,Red Dawn,MGM/UA,Out,SUR,"4:3, LBX, 16:9",24.98,PG-13,1984,Action/Adventure,1.85:1,2207
939,Red Hot Chili Peppers: Funky Monks,Warner Brothers,Out,PCM,4:03,24.99,NR,1993,Music,1.33:1,528
940,Red River,MGM/UA,Out,1,4:03,24.98,PG,1948,Western,1.33:1,6
941,"Red Violin, The",Universal,Out,5.1/DTS,"LBX, 16:9",24.98,R,1999,Drama,1.85:1,377
942,Relic,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1997,Horror,2.35:1,1609
943,Retroactive,MGM/UA,Out,5.1,LBX,24.98,R,1997,SciFi,1.85:1,1507
944,Revenge Of The Pink Panther,MGM/UA,Out,1,"4:3, LBX, 16:9",24.98,PG,1978,Comedy,2.35:1,783
945,Richard III,MGM/UA,Out,2,"4:3, LBX",24.98,R,1995,Drama,2.35:1,1632
946,Right Stuff,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,PG,1983,Action/Adventure,1.85:1,1252
947,Risky Business,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",24.98,R,1983,Comedy,1.85:1,772
948,River,Universal,Out,5.1,"LBX, 16:9",26.98,PG-13,1984,Drama,2.35:1,1655
949,River Wild,Universal,Out,5.1,"LBX, 16:9",24.98,PG-13,1994,Action/Adventure,2.35:1,810
950,River Wild (DTS),Universal,Out,DTS,"LBX, 16:9",34.98,PG-13,1994,Action/Adventure,2.35:1,1742
951,Road Warrior,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,R,1981,SciFi,1.78:1,1258
952,Rob Roy (1995),MGM/UA,Out,5.1,"LBX, 16:9",24.98,R,1995,Action/Adventure,2.35:1,2275
953,Robert De Niro Collection,Warner Brothers,Out,5.1,VAR,119.92,VAR,1970,VAR,VAR,1898
954,Robin Hood: Prince of Thieves,Warner Brothers,Out,SUR,LBX,24.98,PG-13,1991,Action/Adventure,1.85:1,849
955,Rocky,MGM/UA,Discontinued,SUR,"4:3, LBX",24.98,PG,1976,Action/Adventure,1.85:1,2067
956,Rocky II,MGM/UA,Discontinued,SUR,"4:3, LBX",24.98,PG,1979,Action/Adventure,1.85:1,1631
957,Rocky IV,MGM/UA,Discontinued,SUR,"4:3, LBX",24.98,PG,1985,Action/Adventure,1.85:1,1242
958,Rod Stewart: Storyteller 1984-1991,Warner Brothers,Out,PCM,4:03,24.99,NR,1991,Music,1.33:1,1893
959,Rollerball: Special Edition,MGM/UA,Out,5.1,"4:3, LBX",24.98,R,1975,Action/Adventure,1.85:1,1927
960,Rollercoaster,Universal,Out,1,LBX,24.98,PG,1977,Mystery/Suspense,2.35:1,1932
961,Rolling Stones: Bridges To Babylon: Live In Concert,Warner Brothers,Out,5.1,4:03,19.98,NR,1997,Music,1.33:1,1884
962,Romeo And Juliet,Paramount,Out,1,"LBX, 16:9",29.99,PG,1968,Drama,1.66:1,2219
963,Ron Howard Signature Collection,Universal,Out,5.1,LBX,84.98,R,1974,Drama,VAR,1840
964,Ronin,MGM/UA,Out,5.1,"4:3, LBX, 16:9",24.98,R,1998,Action/Adventure,2.35:1,172
965,Rooster Cogburn,Universal,Out,1,LBX,24.98,PG,1975,Western,2.35:1,1674
966,Rosewood,Warner Brothers,Out,5.1,"LBX, 16:9",24.98,R,1997,Action/Adventure,2.35:1,1229
967,Roustabout,Paramount,Out,5.1,"LBX, 16:9",19.99,PG,1964,Musical,2.35:1,1446
968,Rugrats Movie,Paramount,Out,5.1,"4:3, LBX",29.99,G,1998,Animation,1.85:1,964
969,Rumble Fish,Universal,Out,SUR,LBX,24.98,R,1983,Drama,1.85:1,995
970,Rumble In The Bronx,New Line,Out,5.1,"4:3, LBX, 16:9",19.98,R,1995,Action/Adventure,2.35:1,132
971,"Run Silent, Run Deep",MGM/UA,Out,1,"4:3, LBX",24.98,NR,1958,Drama,1.85:1,101
972,Runaway Bride,Paramount,Out,5.1,"LBX, 16:9",29.99,PG,1999,Comedy,1.78:1,833
973,Runaway Train,MGM/UA,Out,SUR,"4:3, LBX",24.98,R,1985,Action/Adventure,1.85:1,2034
974,Running On Empty,Warner Brothers,Out,1,4:03,14.98,PG-13,1988,Drama,1.33:1,1319
975,Rush Hour: Platinum Edition,New Line,Out,5.1,"LBX, 16:9",24.98,PG-13,1998,Action/Adventure,2.35:1,231
976,Saint: Special Edition,Paramount,Out,5.1,"LBX, 16:9",29.99,PG-13,1997,Mystery/Suspense,2.35:1,959
977,Salem's Lot,Warner Brothers,Out,1,4:03,14.98,PG,1979,TV Classics,1.33:1,230
978,Scarecrow,Warner Brothers,Postponed,2,4:03,24.98,R,1973,Drama,1.33:1,2255
979,Scarface: Collector's Edition,Universal,Discontinued,SUR,LBX,34.98,R,1983,Action/Adventure,2.35:1,1075
980,Scent of a Woman,Universal,Out,SUR,"LBX, 16:9",26.98,R,1992,Drama,1.85:1,1510
981,School Ties,Paramount,Out,5.1,"LBX, 16:9",29.99,PG-13,1992,Drama,1.85:1,1986
982,Scooby Doo's Original Mysteries,Warner Brothers,Out,1,4:03,24.98,NR,1969,Animation,1.33:1,213
983,Scorpio,MGM/UA,Out,2,LBX,24.98,PG,1972,Mystery/Suspense,1.85:1,1239
984,Scrooged,Paramount,Out,5.1,"LBX, 16:9",29.99,PG-13,1988,Comedy,1.85:1,1275
985,Sea of Love,Universal,Out,SUR,4:03,26.98,R,1989,Mystery/Suspense,1.33:1,1729
986,Sea Wolves,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",19.98,PG,1980,Action/Adventure,1.78:1,769
987,Searchers,Warner Brothers,Out,1,"4:3, LBX, 16:9",19.98,NR,1956,Western,2.35:1,1718
988,Secret Garden,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",19.98,G,1993,Family,1.85:1,1321
989,Secret Of My Success,Universal,Out,SUR,LBX,24.98,PG-13,1987,Comedy,1.85:1,2225
990,Secret Of N.I.M.H.,MGM/UA,Out,SUR,4:03,24.98,G,1982,Animation,1.33:1,1200
991,Selena,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",24.98,PG,1997,Drama,2.35:1,641
992,Set It Off,New Line,Out,5.1,"4:3, LBX, 16:9",14.98,R,1996,Drama,1.85:1,1077
993,Seven,New Line,Discontinued,5.1,LBX,24.98,R,1995,Action/Adventure,2.35:1,1014
994,Seven Brides For Seven Brothers (MGM/UA),MGM/UA,Discontinued,5.1,LBX,24.98,G,1954,Musical,2.55:1,146
995,Seven Brides For Seven Brothers (Warner),Warner Brothers,Out,5.1,LBX,24.98,G,1954,Musical,2.55:1,2196
996,Seven Days In May,Warner Brothers,Out,1,"LBX, 16:9",24.98,NR,1964,Mystery/Suspense,1.85:1,428
997,Sgt. Bilko,Universal,Out,5.1,"LBX, 16:9",24.98,PG,1996,Comedy,2.35:1,32
998,Shadow,Universal,Out,5.1,4:03,24.98,PG-13,1994,Action/Adventure,1.33:1,1958
999,Shadow (DTS),Universal,Out,DTS,4:03,34.98,PG-13,1994,Action/Adventure,1.33:1,1399
1000,Shaft In Africa,Warner Brothers,Out,2,"4:3, LBX",24.98,R,1973,Action/Adventure,2.35:1,663
1001,Shaft's Big Score,Warner Brothers,Out,2,"4:3, LBX",24.98,R,1972,Action/Adventure,2.35:1,308
1002,Shaft: Special Edition,Warner Brothers,Out,2,"4:3, LBX",24.98,R,1971,Action/Adventure,1.85:1,1555
1003,Shallow Grave (MGM/UA),MGM/UA,Out,2,"4:3, LBX",24.98,R,1994,Mystery/Suspense,1.66:1,1224
1004,Sharky's Machine,Warner Brothers,Out,2,4:03,14.98,R,1981,Action/Adventure,1.33:1,1106
1005,Shattered Image,Universal,Out,SUR,4:03,24.98,R,1998,Mystery/Suspense,1.33:1,1757
1006,Shawshank Redemption,Warner Brothers,Out,SUR,"LBX, 16:9",19.98,R,1994,Drama,1.85:1,2203
1007,Shine,New Line,Out,5.1,"LBX, 16:9",24.98,PG-13,1996,Drama,1.85:1,1401
1008,Shining,Warner Brothers,Discontinued,1,4:03,24.98,R,1980,Horror,1.33:1,1746
1009,Shocker,Universal,Out,SUR,"LBX, 16:9",24.98,R,1989,Horror,1.85:1,1196
1010,Short #1,Warner Brothers,Out,SUR,"4:3, LBX",14.98,NR,1997,Other,VAR,1888
1011,Short #2 Dreams (Discontinued),Warner Brothers,Discontinued,5.1,"4:3, LBX",19.95,NR,1998,Other,VAR,1885
1012,Short #2: Dreams (Remastered),Warner Brothers,Out,5.1,"4:3, LBX",14.98,NR,2000,Special Interest,VAR,1690
1013,Short #3: Authority,Warner Brothers,Out,5.1,"4:3, LBX",14.98,NR,1998,Special Interest,VAR,2190
1014,Short #4: Seduction,Warner Brothers,Out,5.1,"4:3, LBX",14.98,NR,1999,Other,VAR,2298
1015,Short #6: Insantiy,Warner Brothers,Out,SUR,"4:3, LBX",14.98,NR,1999,Other,VAR,1692
1016,Short #7: Utopia,Warner Brothers,Out,5.1,"4:3, LBX",14.98,NR,2000,Other,VAR,1565
1017,Short #8: Vision,Warner Brothers,Out,5.1,"4:3, LBX",14.98,NR,2000,Other,VAR,1237
1018,Short Cinema Journal 1:1 Invention,Warner Brothers,Discontinued,5.1,"4:3, LBX",29.95,NR,1997,Other,VAR,753
1019,Short Cinema Journal 1:3 Authority,Warner Brothers,Discontinued,5.1,"4:3, LBX",19.95,NR,1998,Other,VAR,2262
1020,Short Cuts: Special Edition,New Line,Postponed,5.1,"LBX, 16:9",24.98,UNK,1977,Drama,1.78:1,1730
1021,Shot In The Dark: Pink Panther,MGM/UA,Out,1,"4:3, LBX, 16:9",24.98,NR,1964,Comedy,2.35:1,517
1022,Show Boat (Warner),Warner Brothers,Out,1,4:03,24.98,NR,1951,Musical,1.33:1,1806
1023,Showboat (MGM/UA),MGM/UA,Discontinued,1,4:03,24.98,NR,1951,Musical,1.33:1,1595
1024,Showdown In Little Tokyo,Warner Brothers,Out,SUR,4:03,14.98,R,1991,Action/Adventure,1.33:1,1689
1025,Showgirls,MGM/UA,Out,2,LBX,24.98,NC-17,1995,Drama,2.35:1,283
1026,Silent Fall,Warner Brothers,Out,5.1,LBX,24.98,R,1994,Mystery/Suspense,1.85:1,877
1027,Simple Plan,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1998,Mystery/Suspense,1.85:1,412
1028,Simple Wish,Universal,Out,5.1,"LBX, 16:9",24.98,PG,1997,Family,1.85:1,2244
1029,Singin' In The Rain (MGM/UA),MGM/UA,Discontinued,1,4:03,24.98,G,1952,Musical,1.33:1,2094
1030,Singin' In The Rain (Warner),Warner Brothers,Out,1,4:03,24.98,G,1952,Musical,1.33:1,1903
1031,Singles,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",19.98,PG-13,1992,Comedy,1.85:1,1382
1032,Slap Shot,Universal,Out,1,"LBX, 16:9",24.98,R,1977,Comedy,1.85:1,1845
1033,Sleepers,Warner Brothers,Out,5.1,"LBX, 16:9",19.98,R,1996,Drama,2.35:1,72
1034,Sleepy Hollow,Paramount,Out,5.1,"LBX, 16:9",29.99,R,1999,Horror,1.85:1,1322
1035,Sliding Doors,Paramount,Out,5.1,LBX,29.99,PG-13,1998,Drama,1.85:1,990
1036,Smiths: The Complete Picture,Warner Brothers,Out,2,4:03,19.99,NR,1992,Music,1.33:1,513
1037,Smokey And The Bandit,Universal,Out,1,LBX,24.98,PG,1977,Comedy,1.85:1,1246
1038,Snake Eyes,Paramount,Out,5.1,LBX,29.99,R,1998,Mystery/Suspense,2.35:1,279
1039,Sneakers,Universal,Out,SUR,LBX,24.98,PG-13,1992,Action/Adventure,1.66:1,2110
1040,Snow Falling On Cedars: Collector's Edition,Universal,Out,5.1,"LBX, 16:9",24.98,PG-13,1999,Drama,2.35:1,1287
1041,Soldier,Warner Brothers,Out,5.1,4:03,24.95,R,1997,Action/Adventure,1.33:1,114
1042,Soldier's Story: Special Edition,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1998,Drama,2.35:1,609
1043,Some Like It Hot,MGM/UA,Postponed,1,LBX,24.98,NR,1959,Comedy,1.66:1,1705
1044,Something To Talk About,Warner Brothers,Out,5.1,"4:3, LBX, 16:9",19.98,R,1995,Comedy,1.85:1,2024
1045,Somewhere In Time,Universal,Discontinued,1,LBX,24.98,PG,1980,SciFi,1.85:1,734
1046,Sommersby,Warner Brothers,Out,SUR,"4:3, LBX, 16:9",19.98,PG-13,1993,Drama,2.35:1,1315
1047,Sorcerer,Universal,Out,2,4:03,24.98,PG,1977,Mystery/Suspense,1.33:1,1487
1048,Sour Grapes,Warner Brothers,Out,SUR,4:03,14.98,R,1998,Comedy,1.33:1,579
1049,South Central,Warner Brothers,Out,SUR,4:03,14.98,R,1992,Drama,1.33:1,892
1050,South Park #1,Warner Brothers,Out,SUR,4:03,19.98,NR,1997,TV Classics,1.33:1,1386
1051,South Park #2,Warner Brothers,Out,SUR,4:03,19.98,NR,1997,TV Classics,1.33:1,1993
